timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20
22:08:00.797970,-27.7041072845459,-10.524774551391602,-32.42656707763672,-9257.462890625,-8735.0595703125,-8213.791015625,-292.48455810546875,-9029.4326171875,-9036.4228515625,-8653.763671875,-506.96527099609375,-805.5776977539062,-2523.66796875,-3328.46435546875,-8603.48828125,-2002.102294921875,-2067.1669921875,-2066.251220703125,-2066.6083984375,0.0
22:08:00.799708,-19.708152770996094,-3.8814618587493896,-34.13364791870117,-9781.7578125,-9273.181640625,-8754.798828125,-322.3466491699219,-9543.419921875,-9568.6025390625,-9197.509765625,-588.784423828125,-874.2373046875,-2739.325927734375,-3596.968017578125,-9145.8349609375,-2179.625732421875,-2191.366455078125,-2190.09033203125,-2190.629150390625,0.0
22:08:00.801764,-12.795866012573242,-0.2421809732913971,-33.55198287963867,-10274.0322265625,-9777.23828125,-9265.404296875,-341.4335021972656,-10025.3056640625,-10068.765625,-9710.4443359375,-629.6148681640625,-928.8648681640625,-2904.7001953125,-3811.597412109375,-9643.5361328125,-2309.5546875,-2306.8447265625,-2305.461181640625,-2306.2412109375,0.0
22:08:00.804715,-11.928557395935059,-0.7109306454658508,-32.033138275146484,-10717.52734375,-10230.57421875,-9726.4365234375,-354.07464599609375,-10460.0556640625,-10521.3486328125,-10173.7529296875,-644.43017578125,-967.4768676757812,-3021.837158203125,-3972.142333984375,-10092.43359375,-2397.458740234375,-2410.73681640625,-2408.93701171875,-2409.955078125,0.0
22:08:00.806510,-14.302193641662598,-4.3122406005859375,-29.45175552368164,-11063.390625,-10589.671875,-10088.7822265625,-353.37457275390625,-10803.4658203125,-10877.498046875,-10538.5068359375,-619.8651123046875,-977.62353515625,-3062.959228515625,-4048.29833984375,-10452.4423828125,-2422.019775390625,-2493.759033203125,-2491.238037109375,-2492.3046875,0.0
22:08:00.808540,-15.896957397460938,-6.652299880981445,-30.11168670654297,-11384.498046875,-10927.828125,-10425.8369140625,-357.0841064453125,-11126.0341796875,-11209.796875,-10879.0625,-615.318115234375,-997.7987060546875,-3099.19482421875,-4117.76953125,-10790.2109375,-2453.7333984375,-2571.833251953125,-2568.724853515625,-2569.77734375,0.0
22:08:00.810969,-16.926876068115234,-3.7900261878967285,-33.71587371826172,-11801.8447265625,-11360.89453125,-10858.40625,-374.7955322265625,-11542.244140625,-11639.0390625,-11315.1025390625,-647.345947265625,-1036.9886474609375,-3206.230224609375,-4266.9677734375,-11224.6787109375,-2547.6572265625,-2669.797607421875,-2666.730224609375,-2667.706787109375,0.0
22:08:00.813788,-18.553361892700195,-1.1996647119522095,-36.01123809814453,-12196.974609375,-11771.9326171875,-11267.4716796875,-386.2967529296875,-11939.78515625,-12044.130859375,-11728.2685546875,-654.7362060546875,-1057.7015380859375,-3287.565673828125,-4383.82373046875,-11647.1279296875,-2613.132568359375,-2762.119384765625,-2759.403076171875,-2760.552978515625,0.0
22:08:00.815570,-18.407291412353516,-4.177523136138916,-35.03803253173828,-12520.0869140625,-12108.9736328125,-11603.107421875,-387.21527099609375,-12266.19140625,-12377.5849609375,-12066.095703125,-637.4579467773438,-1060.239990234375,-3313.39453125,-4435.98779296875,-11996.80859375,-2629.065673828125,-2837.6982421875,-2835.328125,-2836.649169921875,0.0
22:08:00.817295,-15.904352188110352,-8.805166244506836,-27.960241317749023,-12710.1552734375,-12309.8525390625,-11806.84765625,-371.0478515625,-12458.1767578125,-12577.0986328125,-12268.109375,-573.44189453125,-1030.51806640625,-3242.3330078125,-4379.7529296875,-12195.9287109375,-2565.3056640625,-2882.78564453125,-2881.06787109375,-2882.43359375,0.0
22:08:00.818598,-12.637109756469727,-9.751398086547852,-17.50702667236328,-12717.681640625,-12326.25390625,-11827.5068359375,-339.21185302734375,-12468.9677734375,-12593.22265625,-12287.763671875,-469.34039306640625,-968.6095581054688,-3058.609130859375,-4194.92431640625,-12199.2939453125,-2413.87353515625,-2886.796142578125,-2885.721923828125,-2887.00732421875,0.0
22:08:00.820503,-10.249327659606934,-7.728968620300293,-7.452120304107666,-12544.5458984375,-12160.400390625,-11663.1533203125,-290.31201171875,-12303.0732421875,-12429.3310546875,-12126.3466796875,-329.63812255859375,-866.9312744140625,-2778.8125,-3897.91064453125,-12028.6162109375,-2182.97607421875,-2850.521484375,-2849.461669921875,-2850.854248046875,0.0
22:08:00.822511,-9.614587783813477,-4.528676986694336,-0.01760413870215416,-12205.826171875,-11829.0458984375,-11329.4697265625,-230.8022003173828,-11978.8173828125,-12096.1103515625,-11797.3359375,-183.0709991455078,-742.0858764648438,-2433.2392578125,-3513.559814453125,-11710.0107421875,-1903.59423828125,-2778.095947265625,-2776.8017578125,-2778.17578125,0.0
