timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
22:07:33.429760,0.16162,-0.24194,0.89502,-0.19847,-32.29008,8.01527
22:07:33.438312,0.1709,-0.25,0.89453,-0.16794,-32.65649,8.01527
22:07:33.447959,0.17432,-0.24927,0.89941,-0.21374,-32.77863,7.92366
22:07:33.460323,0.1709,-0.25269,0.90332,-0.15267,-33.32824,7.92366
22:07:33.472738,0.18018,-0.2583,0.90454,0.33588,-33.93893,7.03817
22:07:33.477812,0.1814,-0.2583,0.91309,1.20611,-34.51908,6.79389
22:07:33.487677,0.18628,-0.26123,0.90894,2.51908,-35.61832,6.22901
22:07:33.497735,0.19922,-0.26611,0.91113,3.89313,-36.50382,5.58779
22:07:33.507691,0.20557,-0.2605,0.90869,5.0687,-37.40458,4.99237
22:07:33.517577,0.20996,-0.25757,0.90527,5.63359,-38.58015,4.36641
22:07:33.527622,0.21216,-0.25781,0.91431,5.46565,-39.64885,3.52672
22:07:33.537538,0.21436,-0.25537,0.90796,5.05344,-40.70229,2.94656
22:07:33.548112,0.21924,-0.25732,0.90967,5.00763,-41.61832,2.41221
22:07:33.557920,0.22852,-0.24756,0.9043,4.47328,-42.76336,1.8626
22:07:33.567717,0.2334,-0.25317,0.89917,3.98473,-43.64885,1.41985
22:07:33.577587,0.23633,-0.2478,0.9082,4.19847,-44.73283,0.65649
22:07:33.588253,0.24561,-0.25146,0.90063,4.64122,-46.15267,-0.03053
22:07:33.597871,0.25903,-0.25122,0.90576,5.98473,-46.67176,0.12214
22:07:33.608436,0.26562,-0.24146,0.89722,6.44275,-47.61832,-0.0916
22:07:33.618207,0.26929,-0.23291,0.90063,6.1374,-48.36641,-0.76336
22:07:33.628012,0.28076,-0.21582,0.88672,4.53435,-48.91603,-1.17557
22:07:33.637944,0.2876,-0.2229,0.88477,3.09924,-49.63359,-1.69466
22:07:33.648183,0.302,-0.22021,0.87402,2.29008,-50.01527,-1.9542
22:07:33.658083,0.31372,-0.21606,0.87036,2.50382,-50.48855,-2.22901
22:07:33.668034,0.31958,-0.21753,0.86841,3.45038,-50.70229,-2.50382
22:07:33.678011,0.33374,-0.21826,0.86255,5.46565,-51.26717,-2.1374
22:07:33.687939,0.34155,-0.21924,0.85791,7.49618,-51.61832,-2.0458
22:07:33.702250,0.34424,-0.20483,0.84619,8.68702,-51.80153,-2.10687
22:07:33.714330,0.35693,-0.19531,0.84668,8.50382,-51.54198,-1.63359
22:07:33.718073,0.35986,-0.18555,0.82617,6.99237,-51.48092,-1.69466
22:07:33.728221,0.3728,-0.17773,0.82324,5.35878,-51.31298,-1.38931
22:07:33.738445,0.38428,-0.17456,0.81177,3.66412,-50.76336,-1.19084
22:07:33.747936,0.38794,-0.17212,0.82251,2.59542,-50.54962,-0.96183
22:07:33.758021,0.40015,-0.18042,0.81421,3.22137,-50.50382,-0.68702
22:07:33.768293,0.40771,-0.18384,0.79785,4.73282,-49.86259,-0.25954
