timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
18:46:48.156569,0.14673,-0.24634,0.88013,-0.10687,-16.61069,-3.22137
18:46:48.164284,0.15308,-0.27295,0.89722,3.98473,-11.55725,0.01527
18:46:48.175087,0.1499,-0.22876,0.87866,2.74809,-18.19847,-4.29008
18:46:48.184662,0.1792,-0.24658,0.87622,-0.53435,-18.0916,-3.31298
18:46:48.194926,0.1853,-0.25293,0.89087,-1.28244,-13.32824,-2.77863
18:46:48.205281,0.14282,-0.24658,0.87476,-1.48092,-16.82443,-2.74809
18:46:48.214942,0.177,-0.22729,0.87793,-0.8855,-13.38931,-4.07634
18:46:48.225129,0.15405,-0.23315,0.86523,-0.51908,-15.9542,-3.58779
18:46:48.234972,0.11865,-0.2312,0.84302,-0.25954,-15.72519,-2.03053
18:46:48.244684,0.12744,-0.25952,0.87158,-0.39695,-12.42748,-0.91603
18:46:48.254515,0.19507,-0.24268,0.89844,1.67939,-8.85496,-2.74809
18:46:48.264929,0.16895,-0.23169,0.89233,-0.82443,-10.94656,-2.38168
18:46:48.275067,0.21851,-0.24609,0.91235,-0.68702,-7.75573,-1.93893
18:46:48.284933,0.15771,-0.22949,0.87158,-1.8626,-13.58779,-3.0687
18:46:48.294871,0.16968,-0.2251,0.89551,-2.1374,-17.40458,-3.51145
18:46:48.304960,0.19751,-0.2439,0.9209,-0.90076,-12.03053,-2.65649
18:46:48.314806,0.16162,-0.22437,0.91455,-0.30534,-18.61069,-3.31298
18:46:48.324916,0.20923,-0.21704,0.91724,0.1374,-15.40458,-3.69466
18:46:48.334768,0.25342,-0.23096,0.94214,-2.56489,-6.99237,-0.19847
18:46:48.344959,0.16699,-0.24243,0.88892,-2.51908,-16.0916,-1.9084
18:46:48.355109,0.21021,-0.2522,0.90063,-1.12977,-16.9313,-3.14504
18:46:48.365181,0.23706,-0.22778,0.91309,-1.40458,-15.75572,-1.96947
18:46:48.375031,0.19678,-0.21509,0.9104,-3.0229,-20.82443,-3.41985
18:46:48.384904,0.18604,-0.22168,0.88672,-3.0229,-23.46565,-2.45802
18:46:48.394815,0.21582,-0.21582,0.89941,-2.68702,-21.31298,-3.17557
18:46:48.404958,0.2085,-0.18506,0.89233,-7.40458,-23.38931,-2.22901
18:46:48.415159,0.21973,-0.2207,0.89917,-6.96183,-22.44275,-0.16794
18:46:48.424776,0.21948,-0.21582,0.89429,-4.44275,-22.45802,-1.31298
18:46:48.434983,0.25098,-0.19141,0.8728,-3.19084,-17.93893,0.18321
18:46:48.444670,0.22729,-0.19092,0.89209,-4.99237,-21.1145,1.05344
18:46:48.454758,0.22852,-0.19727,0.88159,-4.53435,-24.87023,0.16794
18:46:48.464850,0.23999,-0.21387,0.89258,-6.24427,-23.08397,0.56489
18:46:48.474933,0.2146,-0.22583,0.89038,-6.53435,-24.79389,2.38168
18:46:48.484703,0.22974,-0.20972,0.89526,-6.32061,-27.0229,0.77863
18:46:48.494934,0.25903,-0.21216,0.90283,-6.79389,-24.99237,2.01527
18:46:48.505162,0.24536,-0.21948,0.90015,-6.61069,-25.84733,2.77863
18:46:48.514946,0.26074,-0.22241,0.8999,-5.37405,-26.79389,2.71756
18:46:48.524932,0.2583,-0.21973,0.89526,-5.51145,-26.76336,2.39695
18:46:48.534801,0.25171,-0.23682,0.8855,-4.53435,-28.19847,2.74809
18:46:48.544913,0.26733,-0.23096,0.89258,-2.79389,-29.84733,2.59542
18:46:48.554939,0.27393,-0.22192,0.89404,-2.76336,-30.0,3.03817
18:46:48.564900,0.26343,-0.21973,0.90112,-3.98473,-31.26718,3.70992
18:46:48.575004,0.27246,-0.22632,0.88672,-4.74809,-32.41221,3.54198
18:46:48.584937,0.2793,-0.22876,0.89551,-5.31298,-32.07634,3.75573
18:46:48.594634,0.28564,-0.23389,0.88672,-5.26718,-33.35878,3.70992
18:46:48.604922,0.28735,-0.23145,0.88623,-5.63359,-34.39695,4.10687
18:46:48.614873,0.30322,-0.23486,0.89014,-5.49618,-34.96183,4.1374
18:46:48.624927,0.30566,-0.23682,0.87915,-4.85496,-35.20611,4.36641
18:46:48.634860,0.30542,-0.23291,0.88086,-4.22901,-36.38168,3.8626
18:46:48.644933,0.30957,-0.23022,0.87549,-4.71756,-36.51908,3.83206
18:46:48.654710,0.32007,-0.24072,0.86719,-5.1145,-36.9771,3.17557
18:46:48.664952,0.32324,-0.24976,0.86304,-4.64122,-37.70992,2.9313
18:46:48.674996,0.32739,-0.24121,0.85522,-3.34351,-38.33588,2.62595
18:46:48.684779,0.33447,-0.24316,0.85132,-1.8626,-38.0,2.65649
18:46:48.694774,0.33691,-0.23267,0.8501,-1.81679,-39.20611,1.9542
18:46:48.705121,0.34937,-0.23315,0.84448,-2.8855,-39.34351,2.03053
18:46:48.714875,0.35474,-0.22168,0.84912,-3.77099,-39.35878,1.64885
18:46:48.725127,0.36987,-0.23242,0.85156,-4.10687,-39.08397,1.57252
18:46:48.735037,0.37329,-0.24121,0.84009,-2.8855,-39.26717,1.66412
18:46:48.744705,0.37451,-0.23389,0.83691,-1.43511,-40.12214,1.34351
18:46:48.754945,0.38867,-0.23071,0.8374,-0.41221,-39.64885,1.19084
18:46:48.764764,0.3999,-0.22974,0.83179,-0.67176,-39.9542,1.12977
18:46:48.775005,0.39038,-0.22974,0.8291,-1.29771,-40.07634,0.9771
18:46:48.784938,0.40063,-0.22412,0.82446,-2.38168,-40.9771,0.56489
18:46:48.794969,0.40771,-0.23096,0.82129,-3.00763,-41.16031,0.87023
18:46:48.804740,0.42139,-0.22534,0.81763,-3.05344,-41.09924,1.0687
18:46:48.814966,0.42822,-0.22363,0.8208,-2.71756,-41.23664,1.08397
18:46:48.824790,0.43286,-0.22534,0.81177,-2.16794,-41.31298,1.0687
18:46:48.834684,0.43555,-0.21826,0.81006,-1.35878,-41.57252,0.65649
18:46:48.845045,0.44238,-0.2207,0.81177,-0.8855,-41.64885,0.9771
18:46:48.855092,0.44629,-0.21387,0.81274,-0.9771,-41.92366,0.76336
18:46:48.865129,0.45166,-0.21338,0.80151,-1.57252,-41.77099,0.77863
18:46:48.875568,0.45532,-0.21802,0.78735,-2.06107,-41.78626,0.70229
18:46:48.884967,0.46167,-0.21924,0.7832,-2.61069,-42.30534,1.05344
18:46:48.894916,0.46777,-0.21094,0.78833,-3.81679,-42.30534,1.08397
18:46:48.904828,0.47754,-0.21436,0.78101,-5.20611,-42.87023,1.16031
18:46:48.914800,0.47754,-0.2168,0.78369,-5.17557,-42.85496,1.34351
18:46:48.925121,0.49194,-0.23193,0.78369,-3.66412,-43.41985,1.75573
18:46:48.934663,0.50439,-0.22363,0.78223,-1.0229,-43.46565,1.93893
18:46:48.944636,0.50708,-0.22168,0.77124,0.71756,-43.40458,1.80153
18:46:48.955005,0.51318,-0.21704,0.77905,1.17557,-42.59542,2.10687
18:46:48.964723,0.5083,-0.20972,0.76392,-0.10687,-44.0458,2.22901
18:46:48.975172,0.52588,-0.20459,0.77783,-1.83206,-44.8855,2.36641
18:46:48.984986,0.53223,-0.21411,0.77124,-3.38931,-45.03817,2.48855
18:46:48.995076,0.53125,-0.21313,0.75146,-4.67176,-45.0687,2.50382
18:46:49.004737,0.5459,-0.21289,0.76196,-5.05344,-45.51145,2.9771
18:46:49.014959,0.55664,-0.22461,0.75586,-3.89313,-46.21374,2.96183
18:46:49.025015,0.56372,-0.21362,0.75317,-2.22901,-46.71756,2.85496
18:46:49.035075,0.56616,-0.21265,0.75757,-1.28244,-46.42748,2.85496
18:46:49.044865,0.57202,-0.21191,0.73413,-1.43511,-46.94656,2.9771
18:46:49.055345,0.57568,-0.21436,0.71729,-2.19847,-47.0229,2.85496
18:46:49.065233,0.5918,-0.21143,0.71411,-3.38931,-46.85496,3.28244
18:46:49.075375,0.59692,-0.20312,0.70239,-4.87023,-46.61069,3.67939
18:46:49.084970,0.60205,-0.20044,0.70581,-6.06107,-46.94656,3.45038
18:46:49.094701,0.60425,-0.20752,0.69946,-6.71756,-46.64122,3.8626
18:46:49.104689,0.61768,-0.21362,0.68433,-6.27481,-46.61069,4.0916
18:46:49.114903,0.62549,-0.21777,0.68579,-4.70229,-46.45802,4.45802
18:46:49.125348,0.62354,-0.22168,0.68506,-3.34351,-45.74046,4.59542
18:46:49.134765,0.63672,-0.2207,0.66724,-2.85496,-45.40458,4.76336
18:46:49.145099,0.64771,-0.20386,0.66748,-3.66412,-45.46565,4.79389
18:46:49.154697,0.6416,-0.21191,0.65161,-4.9771,-44.67176,4.64122
18:46:49.164734,0.64771,-0.22046,0.65698,-6.0,-44.54962,4.71756
18:46:49.175188,0.64673,-0.2168,0.64722,-5.8626,-44.80916,5.0229
18:46:49.184967,0.67188,-0.22827,0.64087,-5.09924,-44.27481,4.82443
18:46:49.194824,0.66821,-0.21973,0.64307,-3.74046,-44.29008,4.51908
18:46:49.204955,0.68018,-0.2229,0.64136,-2.73282,-43.80153,4.51908
18:46:49.214972,0.68408,-0.23022,0.63184,-1.83206,-43.03817,4.74809
18:46:49.225428,0.68726,-0.2207,0.62158,-2.42748,-43.57252,4.51908
18:46:49.234960,0.69263,-0.22241,0.61768,-3.37405,-43.0687,4.67176
18:46:49.245084,0.70435,-0.22778,0.60571,-4.90076,-42.70229,4.70229
18:46:49.254839,0.70264,-0.21899,0.59766,-6.35115,-42.19847,4.9771
18:46:49.264858,0.70312,-0.21704,0.59985,-8.10687,-41.67939,5.1145
18:46:49.274952,0.70557,-0.21826,0.59692,-10.01527,-41.51145,4.44275
18:46:49.284989,0.7229,-0.21899,0.59741,-11.63359,-41.34351,4.62595
18:46:49.294976,0.72656,-0.22192,0.59399,-12.70229,-40.77863,4.38168
18:46:49.305024,0.72534,-0.22998,0.59546,-13.08397,-40.30534,4.19847
18:46:49.315141,0.7251,-0.2356,0.58447,-12.0458,-40.06107,4.27481
