timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
19:21:29.492422,0.48926,-0.12085,0.77344,0.47328,-62.96183,7.35878
19:21:29.500686,0.49146,-0.10522,0.76514,-0.0458,-62.36641,7.20611
19:21:29.510137,0.5105,-0.11914,0.74438,0.27481,-61.86259,7.48092
19:21:29.520643,0.51685,-0.1272,0.72437,-2.01527,-61.67939,7.98473
19:21:29.530763,0.54248,-0.12085,0.71362,-5.60305,-60.13741,7.67939
19:21:29.541239,0.5603,-0.11816,0.70093,-8.77863,-58.61069,8.19847
19:21:29.550903,0.55542,-0.12183,0.69824,-12.68702,-57.58779,8.91603
19:21:29.560815,0.55957,-0.12866,0.68555,-16.79389,-56.35115,8.53435
19:21:29.571118,0.56787,-0.14014,0.67822,-19.77099,-54.67176,7.35878
19:21:29.580701,0.5647,-0.14868,0.67993,-18.73282,-54.07634,6.80916
19:21:29.590827,0.58472,-0.15381,0.68115,-13.87786,-53.58779,6.48855
19:21:29.600641,0.60181,-0.16284,0.68311,-6.8855,-53.20611,6.12214
19:21:29.610454,0.60913,-0.16748,0.68018,0.53435,-51.9542,6.47328
19:21:29.620677,0.63379,-0.16772,0.66528,6.51908,-50.67176,7.37405
19:21:29.630278,0.63647,-0.1438,0.64868,6.94656,-48.77863,7.75573
19:21:29.640058,0.63428,-0.14526,0.64014,2.59542,-47.20611,8.10687
19:21:29.650905,0.63892,-0.13623,0.62427,-4.76336,-44.90076,7.25191
19:21:29.661567,0.64062,-0.13379,0.62036,-11.81679,-42.8855,6.1374
19:21:29.670856,0.64917,-0.13672,0.59839,-17.52672,-41.61832,5.31298
19:21:29.681003,0.65625,-0.1438,0.59888,-20.56489,-41.16031,4.29008
19:21:29.691505,0.67285,-0.14355,0.59912,-21.49618,-40.0916,4.03053
19:21:29.700678,0.67163,-0.15479,0.61865,-18.36641,-38.68702,4.59542
19:21:29.711002,0.67358,-0.18164,0.61743,-10.36641,-38.0,4.90076
19:21:29.720894,0.67993,-0.18628,0.62744,-1.75573,-36.91603,5.63359
