timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
22:33:04.104262,0.19995,-0.48779,0.7771,-2.87023,-23.57252,-3.81679
22:33:04.112836,0.21509,-0.47705,0.74902,-3.78626,-22.83969,-4.03053
22:33:04.122872,0.20898,-0.46948,0.79346,-7.49618,-22.45802,-4.65649
22:33:04.132962,0.20581,-0.48315,0.77295,-12.15267,-21.83206,-4.80916
22:33:04.142563,0.19678,-0.50977,0.76172,-11.41985,-21.93893,-4.36641
22:33:04.152681,0.21338,-0.50391,0.75146,-8.90076,-21.96947,-3.92366
22:33:04.162859,0.20386,-0.52295,0.76489,-5.70992,-23.25191,-4.0458
22:33:04.172770,0.21094,-0.5105,0.78052,-4.39695,-23.22137,-3.70992
22:33:04.182577,0.20972,-0.50781,0.79175,-5.61832,-23.12977,-4.12214
22:33:04.192869,0.21851,-0.51318,0.79785,-8.18321,-23.84733,-4.70229
22:33:04.202511,0.22681,-0.50903,0.8064,-10.21374,-24.45802,-5.23664
22:33:04.213177,0.22876,-0.50146,0.81348,-12.15267,-25.48092,-6.38168
22:33:04.222598,0.23218,-0.5415,0.80029,-10.0916,-25.26718,-7.41985
22:33:04.232686,0.23096,-0.5542,0.7915,-3.9542,-26.30534,-8.01527
22:33:04.242599,0.23853,-0.53125,0.80103,0.24427,-26.41221,-8.73282
22:33:04.252767,0.24243,-0.50098,0.79395,-0.50382,-27.26718,-10.16794
22:33:04.262571,0.25269,-0.5083,0.79175,-2.8855,-27.9084,-10.33588
22:33:04.272652,0.24683,-0.50195,0.79175,-5.17557,-28.18321,-10.47328
22:33:04.282733,0.2666,-0.50659,0.77441,-5.70992,-28.29008,-10.61069
22:33:04.292880,0.25781,-0.50732,0.78931,-6.33588,-29.54198,-10.87023
22:33:04.302838,0.25708,-0.50049,0.79858,-5.22137,-30.27481,-11.0229
22:33:04.312557,0.26807,-0.50342,0.80615,-4.0916,-31.26718,-11.58779
22:33:04.322620,0.28418,-0.5332,0.7771,-0.19847,-32.1832,-11.22137
22:33:04.332782,0.30786,-0.49878,0.76733,0.21374,-32.67176,-11.23664
22:33:04.342736,0.30469,-0.49536,0.76538,-0.8855,-32.48855,-11.17557
22:33:04.352690,0.31934,-0.49072,0.75098,-2.32061,-32.85496,-11.03817
22:33:04.362757,0.29492,-0.49097,0.77856,-3.34351,-33.87786,-11.52672
22:33:04.372946,0.31128,-0.4939,0.78076,-4.38168,-35.31298,-11.78626
