timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27
15:40:00.308488,-48394.2265625,-63768.0625,-48513.234375,-56488.734375,246053.828125,-37709.67578125,-46075.734375,-44077.43359375,-23299.53515625,-14498.033203125,-1917.11376953125,-26190.271484375,-39206.0078125,118416.3984375,137573.859375,-13671.5849609375,-1317.5965576171875,198435.359375,180652.8125,122714.8671875,-29669.529296875,-29632.244140625,663819.125,665222.5625,0.0,0.0,0.0
15:40:00.310489,-48707.70703125,-64082.796875,-49582.796875,-57033.171875,246054.90625,-38983.28125,-46133.94140625,-45045.06640625,-24044.52734375,-15544.1708984375,-2712.267578125,-26291.041015625,-39984.80078125,118209.3203125,137430.34375,-13697.4248046875,-1545.4219970703125,198230.421875,180511.71875,122699.046875,-29833.42578125,-29796.67578125,663625.25,665032.3125,0.0,0.0,0.0
15:40:00.312488,-49179.453125,-64734.80078125,-53906.83203125,-57306.8671875,238405.21875,-41558.74609375,-46237.125,-46638.32421875,-25062.052734375,-22300.072265625,-3805.52587890625,-26420.421875,-40869.81640625,110215.484375,129672.5703125,-21483.99609375,-1776.734619140625,190475.859375,173053.203125,114862.9375,-37368.02734375,-37333.9609375,656075.8125,657434.3125,0.0,0.0,0.0
15:40:00.314486,-49238.19921875,-64917.7421875,-56031.47265625,-57070.19140625,232970.59375,-42265.828125,-46269.58203125,-46938.6640625,-25139.126953125,-26209.67578125,-3897.889892578125,-26425.966796875,-40835.92578125,104720.4921875,124287.109375,-26987.482421875,-1745.9764404296875,185210.484375,167933.125,109245.71875,-42573.5,-42539.97265625,650855.25,652184.3125,0.0,0.0,0.0
15:40:00.315486,-48753.21875,-64351.0390625,-53047.74609375,-56535.9453125,236958.6875,-40010.10546875,-46170.06640625,-45422.65625,-24076.26953125,-22100.0546875,-2765.73681640625,-26281.7421875,-39829.578125,108990.5234375,128400.21875,-22912.822265625,-1460.74755859375,189457.078125,172017.171875,113214.6015625,-38559.8203125,-38526.2890625,654818.75,656159.0625,0.0,0.0,0.0
15:40:00.317483,-48362.75,-63757.2421875,-48562.58984375,-56464.7734375,245941.96875,-37635.015625,-46063.3046875,-44025.75,-23252.056640625,-14819.5634765625,-1870.43994140625,-26182.314453125,-39183.65625,118275.484375,137434.734375,-13784.06640625,-1296.1373291015625,198517.078125,180818.5,122324.1796875,-29814.916015625,-29777.09375,663503.9375,664896.8125,0.0,0.0,0.0
15:40:00.318486,-48648.875,-64022.4453125,-49202.1640625,-56991.7734375,246833.609375,-38702.25390625,-46107.83203125,-44861.23046875,-23921.2265625,-15123.6591796875,-2578.86279296875,-26279.685546875,-39888.32421875,118967.0078125,138185.890625,-12918.9912109375,-1506.79541015625,199241.6875,181614.90625,123214.1328125,-29068.404296875,-29029.240234375,664219.8125,665620.875,0.0,0.0,0.0
15:40:00.320481,-49089.234375,-64624.10546875,-53074.39453125,-57247.9453125,240234.0,-41088.69921875,-46209.67578125,-46339.59375,-24869.099609375,-21059.19140625,-3616.148193359375,-26401.19921875,-40718.34765625,112031.1171875,131491.5,-19646.99609375,-1727.2890625,192585.84375,175195.453125,116501.75,-35512.87890625,-35476.6640625,657754.0625,659111.125,0.0,16303376.0,0.0
15:40:00.321483,-49129.6484375,-64775.39453125,-54851.93359375,-57019.13671875,235762.078125,-41685.35546875,-46238.734375,-46564.37890625,-24919.70703125,-24258.763671875,-3686.5166015625,-26405.9375,-40659.06640625,107502.953125,127087.1796875,-24183.744140625,-1694.4742431640625,188301.765625,170980.875,111969.765625,-39719.15625,-39684.015625,653525.5625,654858.8125,0.0,0.0,0.0
15:40:00.323481,-48659.78125,-64202.7890625,-51644.8515625,-56493.47265625,240509.125,-39392.52734375,-46140.11328125,-45031.38671875,-23860.158203125,-19635.283203125,-2558.923583984375,-26266.720703125,-39662.375,112535.0546875,131971.75,-19348.265625,-1414.6995849609375,193294.078125,175745.265625,116848.921875,-34920.06640625,-34882.78125,658273.875,659626.8125,0.0,0.0,0.0
