timestamp,qw,qx,qy,qz,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,raw_hex,src_uuid
19:41:32.761852,0.83197021484375,-0.2293701171875,0.5045166015625,-0.02447509765625,-0.82470703125,-0.40087890625,0.384765625,-0.3125,-0.125,-0.875,3f3552f14a206ffe67f9cbfc1403fbfffefff2ff,d5060402-a904-deb9-4748-2c7f4a124842
19:41:32.783600,-0.0001220703125,-0.0316162109375,-0.000244140625,-0.062744140625,0.3740234375,-0.12548828125,0.00048828125,-0.125,nan,nan,fefffafdfcfffcfbfe02fffe0100feff,d5060205-a904-deb9-4748-2c7f4a124842
19:41:32.784235,0.8319091796875,-0.22955322265625,0.50457763671875,-0.0244140625,-0.83349609375,-0.40234375,0.38232421875,-1.125,0.0,-0.625,3e354ff14b2070fe55f9c8fc0f03eeff0000f6ff,d5060402-a904-deb9-4748-2c7f4a124842
19:41:32.799265,0.83184814453125,-0.22979736328125,0.50457763671875,-0.02423095703125,-0.8330078125,-0.4013671875,0.38330078125,-2.0625,-0.3125,-0.125,3d354bf14b2073fe56f9cafc1103dffffbfffeff,d5060402-a904-deb9-4748-2c7f4a124842
19:41:32.821401,-0.0467529296875,-0.0157470703125,-0.03131103515625,-0.046875,0.0009765625,0.5,-0.24951171875,0.0,nan,nan,02fdfefefffd00fd0200000401fe0000,d5060205-a904-deb9-4748-2c7f4a124842
19:41:32.822086,0.831787109375,-0.23016357421875,0.5045166015625,-0.02398681640625,-0.8291015625,-0.40478515625,0.3828125,-2.3125,-0.5625,-0.25,3c3545f14a2077fe5ef9c3fc1003dbfff7fffcff,d5060402-a904-deb9-4748-2c7f4a124842
19:41:32.844120,0.831787109375,-0.23046875,0.50439453125,-0.02392578125,-0.82763671875,-0.41162109375,0.38623046875,-1.8125,-0.6875,-0.6875,3c3540f1482078fe61f9b5fc1703e3fff5fff5ff,d5060402-a904-deb9-4748-2c7f4a124842
19:41:32.858675,-0.03131103515625,-0.0623779296875,0.0,-0.00018310546875,0.49951171875,0.37548828125,-0.0009765625,-32.0,nan,nan,fffd02fc0000fdffff030103feff00fe,d5060205-a904-deb9-4748-2c7f4a124842
19:41:32.866107,0.831787109375,-0.23046875,0.50439453125,-0.02392578125,-0.833984375,-0.4130859375,0.392578125,-0.8125,-0.8125,-0.5625,3c3540f1482078fe54f9b2fc2403f3fff3fff7ff,d5060402-a904-deb9-4748-2c7f4a124842
19:41:32.881731,0.831787109375,-0.23046875,0.50433349609375,-0.02392578125,-0.8271484375,-0.4091796875,0.39697265625,0.625,-0.875,-0.0625,3c3540f1472078fe62f9bafc2d030a00f2ffffff,d5060402-a904-deb9-4748-2c7f4a124842
19:41:32.903424,-0.015625,0.03125,-0.015625,0.01580810546875,0.24755859375,-0.62841796875,-0.25146484375,-64.1875,nan,nan,00ff000200ff0301fb01f9fafdfdfdfb,d5060205-a904-deb9-4748-2c7f4a124842
19:41:32.903946,0.83197021484375,-0.23028564453125,0.504150390625,-0.02410888671875,-0.82470703125,-0.41064453125,0.39013671875,1.5,-0.9375,-0.4375,3f3543f1442075fe67f9b7fc1f031800f1fff9ff,d5060402-a904-deb9-4748-2c7f4a124842
19:41:32.919232,0.83209228515625,-0.230224609375,0.50396728515625,-0.02435302734375,-0.82177734375,-0.40576171875,0.3896484375,1.1875,-0.75,-0.875,413544f1412071fe6df9c1fc1e031300f4fff2ff,d5060402-a904-deb9-4748-2c7f4a124842
19:41:32.941099,0.01544189453125,-0.09375,-6.103515625e-05,-0.0157470703125,0.12353515625,0.00048828125,0.2509765625,48.0,nan,nan,fd0000fafffffefefd00010002020003,d5060205-a904-deb9-4748-2c7f4a124842
