timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27
15:39:37.964351,-48880.9921875,-64170.78125,-54295.06640625,-57401.01953125,222560.453125,-41198.23046875,-46258.671875,-45972.91015625,-24849.607421875,-24487.572265625,-3676.323486328125,-26145.4765625,-40103.54296875,101006.3515625,123544.796875,-27070.7265625,-1333.6015625,195209.59375,139753.484375,100236.328125,-48348.1796875,-48316.52734375,647937.3125,649263.75,-2101474816.0,0.0,0.0
15:39:37.965351,-48995.44140625,-64426.50390625,-56852.2890625,-57215.84375,216555.890625,-42250.89453125,-46307.40234375,-46464.94921875,-25064.2890625,-28972.728515625,-3900.125244140625,-26167.025390625,-40159.69140625,94917.203125,117575.375,-33152.5390625,-1340.9334716796875,189349.515625,134102.015625,94168.796875,-54120.4453125,-54091.47265625,642632.6875,643547.375,-2138502656.0,0.0,0.0
15:39:37.967346,-48545.78125,-63909.24609375,-54273.16015625,-56664.1640625,219577.53125,-40098.890625,-46219.95703125,-45030.84765625,-24038.001953125,-25486.052734375,-2817.954345703125,-26027.181640625,-39213.51953125,98188.9296875,120710.125,-30073.498046875,-1063.4835205078125,192609.796875,137265.5625,97289.9765625,-51051.23828125,-51019.8515625,645669.375,646832.0,-2137978368.0,0.0,0.0
15:39:37.968347,-48110.42578125,-63262.16015625,-49526.64453125,-56522.35546875,228569.921875,-37396.55078125,-46107.921875,-43459.49609375,-23076.44921875,-17758.94140625,-1805.5257568359375,-25913.984375,-38481.58203125,107489.1796875,129748.8359375,-20956.455078125,-868.8305053710938,201680.625,146111.046875,106534.7421875,-42306.87109375,-42272.8046875,654165.8125,655634.25,0.0,16303375.0,0.0
15:39:37.970345,-48379.47265625,-63488.82421875,-49880.9921875,-57072.6953125,229896.1875,-38373.03515625,-46137.4296875,-44242.578125,-23731.134765625,-17440.18359375,-2487.392822265625,-26006.52734375,-39178.6484375,108653.34375,130931.9609375,-19650.9296875,-1072.4249267578125,202820.640625,147417.5625,107989.8125,-41178.3828125,-41144.31640625,655257.25,656733.375,-2137912832.0,0.0,0.0
15:39:37.971346,-48886.265625,-64167.7421875,-54255.6328125,-57412.01953125,222541.484375,-41222.99609375,-46252.32421875,-45981.671875,-24864.71875,-24034.513671875,-3690.182373046875,-26151.82421875,-40137.25,100954.9375,123456.546875,-27137.607421875,-1332.6180419921875,195342.8125,140404.6875,100611.53125,-48438.30859375,-48405.8515625,648082.1875,649432.3125,-2138174976.0,0.0,0.0
15:39:37.973343,-48995.171875,-64441.34765625,-56933.74609375,-57232.83203125,216289.796875,-42342.36328125,-46301.4140625,-46516.54296875,-25091.11328125,-28719.779296875,-3935.532958984375,-26168.9921875,-40228.98828125,94619.1875,117236.140625,-33472.37109375,-1341.7381591796875,189215.046875,134628.046875,94334.8359375,-54469.9609375,-54440.9921875,642521.8125,643448.9375,-2138830336.0,0.0,0.0
15:39:37.974345,-48568.22265625,-63951.62890625,-54521.28125,-56692.95703125,218959.765625,-40271.4609375,-46216.828125,-45128.48828125,-24088.162109375,-25524.767578125,-2883.04736328125,-26035.05078125,-39290.68359375,97525.125,120008.40625,-30760.4609375,-1068.4012451171875,192082.703125,137494.015625,97115.3515625,-51770.65625,-51740.078125,645226.375,646367.875,0.0,0.0,0.0
15:39:37.975342,-48152.00390625,-63321.62109375,-49909.60546875,-56546.40625,227610.515625,-37615.87890625,-46108.01171875,-43589.14453125,-23144.134765625,-18054.54296875,-1879.38134765625,-25923.015625,-38558.65625,106479.4375,128701.6328125,-21988.734375,-870.6187744140625,200750.265625,145913.0,106024.0859375,-43379.5625,-43345.49609375,653358.125,654829.5625,-2138109440.0,0.0,0.0
15:39:37.976344,-48408.62109375,-63544.52734375,-50320.28125,-57076.80859375,228728.359375,-38583.24609375,-46150.39453125,-44368.02734375,-23785.05078125,-17868.3828125,-2544.796142578125,-26013.859375,-39227.2890625,107428.2890625,129670.3359375,-20893.955078125,-1071.3519287109375,201613.015625,146757.78125,107278.375,-42466.7421875,-42432.67578125,654229.0,655713.625,-2139026944.0,0.0,0.0
15:39:37.978343,-48883.94140625,-64201.1796875,-54582.53125,-57394.671875,221485.703125,-41327.07421875,-46263.6796875,-46037.10546875,-24869.099609375,-24344.509765625,-3697.78271484375,-26148.515625,-40150.21484375,99832.0859375,122297.9296875,-28276.646484375,-1312.052978515625,194200.109375,139496.96875,100009.53125,-49623.39453125,-49592.01171875,647196.0,648516.625,-1605107712.0,0.0,0.0
