timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27
15:39:49.131424,-49032.7265625,-64594.33203125,-55448.3203125,-56978.00390625,234269.859375,-41935.0859375,-46265.11328125,-46573.9453125,-25068.759765625,-25679.005859375,-3828.9521484375,-26276.287109375,-40603.54296875,105634.296875,128020.390625,-25690.62890625,-1505.99072265625,186999.015625,158188.578125,109987.3359375,-39975.0546875,-39940.98828125,651321.875,652785.4375,-998146112.0,16303375.0,0.0
15:39:49.133422,-48558.03125,-64031.83203125,-52486.76953125,-56441.61328125,238216.734375,-39652.71875,-46165.23828125,-45051.59375,-23991.953125,-21557.671875,-2689.02001953125,-26137.4296875,-39602.01953125,109852.828125,132087.984375,-21665.056640625,-1221.8348388671875,191165.5,162193.765625,114017.84375,-36006.44140625,-35971.8359375,655239.1875,656715.6875,-997228544.0,0.0,0.0
15:39:49.134422,-48180.52734375,-63448.58984375,-48100.94921875,-56383.046875,246948.59375,-37298.1953125,-46056.77734375,-43696.3515625,-23181.0625,-14378.21875,-1823.319091796875,-26033.3515625,-38993.7421875,118872.140625,140862.9375,-12801.234375,-1064.288330078125,199935.453125,170725.859375,122971.171875,-27528.703125,-27490.880859375,663655.0625,665181.1875,-997556224.0,0.0,0.0
15:39:49.136421,-48505.27734375,-63757.06640625,-49088.609375,-56937.234375,247159.875,-38565.36328125,-46114.26953125,-44660.5859375,-23941.255859375,-15151.5556640625,-2619.724609375,-26130.990234375,-39774.76953125,118883.671875,140929.09375,-12617.4892578125,-1291.30908203125,199942.78125,170865.875,123269.7265625,-27481.224609375,-27443.939453125,663677.0625,665200.375,-997883968.0,0.0,0.0
15:39:49.138419,-48984.7109375,-64413.1796875,-53405.7578125,-57222.10546875,239673.375,-41204.48828125,-46235.3359375,-46277.80859375,-24981.134765625,-21767.078125,-3729.166748046875,-26260.998046875,-40658.44140625,111058.2109375,133338.4375,-20233.99609375,-1527.2711181640625,192359.171875,163607.03125,115722.1796875,-34837.984375,-34802.578125,656302.6875,657787.1875,-997818432.0,0.0,0.0
15:39:49.140419,-49037.64453125,-64602.73828125,-55567.23828125,-56998.5703125,234285.59375,-41957.44140625,-46263.94921875,-46587.984375,-25071.7109375,-25662.107421875,-3828.594482421875,-26263.501953125,-40615.1640625,105609.0,128000.8046875,-25682.58203125,-1500.268310546875,187128.40625,158553.828125,110278.4375,-39989.00390625,-39954.9375,651135.625,652592.9375,-997490688.0,0.0,0.0
15:39:49.142417,-48565.453125,-64043.45703125,-52595.31640625,-56460.66015625,238238.734375,-39677.57421875,-46161.48046875,-45066.2578125,-23998.658203125,-21548.015625,-2690.897705078125,-26121.15625,-39604.43359375,109839.1484375,132076.984375,-21649.58984375,-1210.5687255859375,191309.640625,162612.484375,114329.140625,-36011.53515625,-35976.3984375,655062.5,656532.9375,-997163008.0,0.0,0.0
15:39:49.143418,-48194.4765625,-63466.828125,-48182.13671875,-56389.484375,247008.59375,-37314.82421875,-46059.4609375,-43699.66015625,-23188.126953125,-14368.3837890625,-1817.5072021484375,-26022.263671875,-38978.36328125,118898.609375,140895.125,-12738.8232421875,-1051.7703857421875,200124.640625,171207.984375,123300.5703125,-27494.369140625,-27456.814453125,663521.9375,665034.875,-973766784.0,0.0,0.0
15:39:49.145416,-48519.13671875,-63774.0546875,-49155.4921875,-56947.78515625,247259.484375,-38578.05859375,-46113.5546875,-44662.01953125,-23952.791015625,-15168.1865234375,-2612.392822265625,-26125.626953125,-39756.52734375,118943.4921875,140996.6875,-12521.1015625,-1284.5135498046875,200167.03125,171369.90625,123573.7734375,-27410.140625,-27371.783203125,663576.25,665092.625,-1008402368.0,16303375.0,0.0
15:39:49.147414,-48991.5078125,-64424.4453125,-53503.84375,-57227.9140625,239727.203125,-41232.7421875,-46227.828125,-46291.04296875,-24997.853515625,-21890.46875,-3728.630126953125,-26258.13671875,-40652.8984375,111073.9453125,133360.609375,-20187.232421875,-1521.9063720703125,192528.703125,164029.421875,115905.921875,-34818.13671875,-34782.4609375,656155.9375,657627.25,0.0,0.0,0.0
15:39:49.149411,-49054.09765625,-64620.88671875,-55725.5,-56999.91015625,234228.90625,-42016.453125,-46266.8984375,-46623.2109375,-25096.65625,-25916.66796875,-3844.86767578125,-26266.630859375,-40620.62109375,105511.7109375,127911.390625,-25751.07421875,-1498.6588134765625,187174.1875,158799.1875,110288.296875,-40081.81640625,-40048.28515625,650877.125,652319.125,0.0,0.0,0.0
15:39:49.150411,-48584.31640625,-64064.9140625,-52781.5625,-56462.984375,238104.796875,-39744.90234375,-46172.5703125,-45101.21484375,-24029.1484375,-21876.431640625,-2715.575927734375,-26127.056640625,-39606.9375,109656.203125,131909.96875,-21798.91015625,-1214.145263671875,191266.640625,162700.5625,114221.375,-36182.13671875,-36145.92578125,654726.0625,656181.875,0.0,0.0,0.0
15:39:49.151415,-48197.60546875,-63480.328125,-48344.15234375,-56387.609375,246884.65625,-37360.60546875,-46069.65234375,-43714.32421875,-23202.701171875,-14675.0712890625,-1836.8204345703125,-26029.953125,-38955.29296875,118727.734375,140734.625,-12882.779296875,-1056.3304443359375,200088.171875,171247.40625,123187.4453125,-27654.77734375,-27615.076171875,663192.6875,664691.8125,0.0,0.0,0.0
15:39:49.153411,-48502.59375,-63778.078125,-49252.05859375,-56942.77734375,247245.0,-38591.29296875,-46123.30078125,-44657.81640625,-23941.79296875,-15365.1650390625,-2613.108154296875,-26133.494140625,-39730.5078125,118879.7421875,140946.171875,-12553.55859375,-1282.814697265625,200238.203125,171503.578125,123577.9296875,-27458.423828125,-27420.06640625,663356.75,664862.25,0.0,0.0,0.0
15:39:49.155409,-48979.703125,-64428.37890625,-53575.19921875,-57232.83203125,239752.59375,-41232.02734375,-46238.5546875,-46293.0078125,-24989.359375,-22029.060546875,-3733.816162109375,-26263.322265625,-40631.34765625,111050.4296875,133347.015625,-20166.755859375,-1524.2310791015625,192652.359375,164219.328125,115960.9765625,-34821.35546875,-34785.6796875,655983.9375,657444.375,0.0,0.0,0.0
15:39:49.157405,-49028.43359375,-64612.3046875,-55719.2421875,-56999.46484375,234390.46875,-41974.16015625,-46266.72265625,-46601.93359375,-25082.796875,-25949.212890625,-3833.065185546875,-26266.810546875,-40595.8515625,105622.765625,128035.859375,-25595.404296875,-1497.7646484375,187454.3125,159147.0,110473.046875,-39943.94140625,-39909.3359375,650844.875,652279.1875,0.0,0.0,0.0
15:39:49.157405,-48556.51171875,-64047.66015625,-52693.04296875,-56464.234375,238458.421875,-39652.71875,-46164.34375,-45058.20703125,-23990.701171875,-21775.39453125,-2684.012939453125,-26124.017578125,-39583.9609375,109965.21875,132229.796875,-21448.765625,-1210.389892578125,191763.234375,163259.296875,114569.75,-35850.59375,-35815.18359375,654888.625,656333.6875,0.0,16303376.0,0.0
15:39:49.158407,-48179.0078125,-63461.5546875,-48164.07421875,-56391.18359375,247470.765625,-37230.59765625,-46062.58984375,-43643.95703125,-23148.42578125,-14422.03125,-1794.9749755859375,-26022.80078125,-38934.55078125,119266.09375,141293.015625,-12296.763671875,-1046.4949951171875,200824.9375,172041.671875,123728.078125,-27083.423828125,-27044.798828125,663590.5,665086.8125,0.0,0.0,0.0
15:39:49.160405,-48497.140625,-63756.171875,-49010.1953125,-56938.484375,248000.984375,-38449.21484375,-46113.64453125,-44577.43359375,-23892.525390625,-15028.3447265625,-2575.2861328125,-26126.87890625,-39697.3359375,119601.578125,141681.515625,-11794.4384765625,-1270.743896484375,201149.234375,172446.625,124252.359375,-26709.765625,-26669.529296875,663935.375,665437.0625,0.0,0.0,0.0
15:39:49.162404,-48974.0703125,-64407.81640625,-53304.6328125,-57222.640625,240639.578125,-41099.25,-46227.828125,-46210.30078125,-24945.189453125,-21641.810546875,-3698.945068359375,-26259.74609375,-40589.7734375,111907.90625,134225.328125,-19285.05078125,-1513.3226318359375,193692.59375,165269.40625,116741.2265625,-33930.796875,-33893.77734375,656699.0625,658158.625,0.0,0.0,0.0
15:39:49.164401,-49025.39453125,-64594.2421875,-55447.06640625,-56987.125,235348.359375,-41854.8828125,-46263.0546875,-46529.328125,-25043.90234375,-25526.9140625,-3808.6552734375,-26263.501953125,-40552.6640625,106552.484375,128985.0703125,-24633.404296875,-1485.336181640625,188556.0625,160267.4375,111325.984375,-38978.54296875,-38944.20703125,651638.9375,653065.0,0.0,0.0,0.0
15:39:49.165400,-48547.30078125,-64021.81640625,-52380.9921875,-56448.765625,239538.359375,-39530.22265625,-46164.7890625,-44978.8984375,-23959.31640625,-21265.736328125,-2662.732421875,-26121.78125,-39535.41015625,111016.71875,133303.65625,-20365.791015625,-1199.57080078125,192982.484375,164512.34375,115575.5859375,-34751.07421875,-34715.3984375,655809.9375,657255.625,0.0,0.0,0.0
15:39:49.167399,-48166.66796875,-63427.57421875,-47862.03515625,-56382.95703125,248591.203125,-37121.51171875,-46059.73046875,-43580.91796875,-23131.52734375,-13885.55078125,-1780.489990234375,-26023.962890625,-38911.9296875,120365.96875,142403.609375,-11171.31640625,-1043.186767578125,202087.0,173352.828125,124823.0390625,-25944.20703125,-25905.044921875,664558.6875,666054.9375,0.0,0.0,0.0
15:39:49.168400,-48491.328125,-63732.38671875,-48762.0703125,-56940.8984375,249074.84375,-38375.0,-46109.44140625,-44533.3515625,-23890.916015625,-14524.4990234375,-2576.537841796875,-26127.951171875,-39689.37890625,120655.8515625,142744.8125,-10711.1943359375,-1276.9134521484375,202369.015625,173746.15625,125354.21875,-25615.880859375,-25576.451171875,664857.9375,666357.5,0.0,0.0,0.0
15:39:49.170398,-48977.55859375,-64390.73828125,-53093.34765625,-57217.27734375,241653.078125,-41049.265625,-46222.4609375,-46183.12109375,-24948.408203125,-21171.763671875,-3695.63671875,-26258.8515625,-40590.30859375,112904.0625,135226.75,-18257.33203125,-1518.77685546875,194852.828125,166530.40625,117836.4453125,-32898.609375,-32861.58984375,657559.125,659010.5625,0.0,16303376.0,0.0
15:39:49.172398,-49044.70703125,-64588.1640625,-55283.80078125,-57000.89453125,236280.140625,-41832.3515625,-46260.640625,-46524.6796875,-25055.794921875,-25119.27734375,-3809.817626953125,-26263.501953125,-40577.87890625,107468.078125,129906.2109375,-23692.240234375,-1498.2117919921875,189631.53125,161440.71875,112377.5546875,-38028.4375,-37994.37109375,652412.1875,653834.4375,0.0,0.0,0.0
