timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20
18:24:56.640918,2.009087085723877,-0.10465987771749496,6.031338691711426,7.674818515777588,-1317.57470703125,-209.10972595214844,-8.372701644897461,-2.586843729019165,-1562.4796142578125,-1288.349853515625,-9.90738296508789,-19.445096969604492,0.3724310100078583,-17.279468536376953,-1347.3192138671875,-1227.9854736328125,-0.34756937623023987,-1517.725830078125,-1255.543212890625,0.0
18:24:56.644026,1.9339969158172607,-1.160685420036316,6.657763481140137,-7.013181686401367,-1387.8060302734375,-223.66482543945312,-6.690346717834473,-3.3034720420837402,-1636.781005859375,-1357.02001953125,-25.750944137573242,-21.501483917236328,-0.5405120253562927,-36.726417541503906,-1416.2025146484375,-1298.052001953125,-3.975029706954956,-1588.599365234375,-1324.6397705078125,0.0
18:24:56.645980,1.4505176544189453,-1.6788824796676636,7.023672580718994,-15.771585464477539,-1459.8399658203125,-237.84107971191406,-6.3437700271606445,-6.4494524002075195,-1711.697998046875,-1427.38134765625,-35.871768951416016,-21.533220291137695,-5.818471908569336,-49.292179107666016,-1485.5867919921875,-1370.590576171875,-5.041927337646484,-1661.266845703125,-1396.7333984375,0.0
18:24:56.647969,1.5147525072097778,-0.5022462606430054,7.233404159545898,-26.16803741455078,-1555.01025390625,-257.4796142578125,-6.27534818649292,-8.525496482849121,-1810.3961181640625,-1521.4212646484375,-49.87295150756836,-22.91394805908203,-12.648601531982422,-64.99971771240234,-1579.7333984375,-1467.4462890625,-6.4400634765625,-1758.490234375,-1494.9117431640625,0.0
18:24:56.650966,1.7876793146133423,3.0821335315704346,8.309571266174316,-27.001413345336914,-1631.3817138671875,-273.6297607421875,-5.152361869812012,-7.130209445953369,-1888.2154541015625,-1597.2127685546875,-53.34758377075195,-23.64971923828125,-15.721367835998535,-67.14013671875,-1656.390869140625,-1545.8223876953125,-8.972179412841797,-1835.7392578125,-1576.5487060546875,0.0
18:24:56.653022,2.9562785625457764,6.913993835449219,10.813068389892578,-19.403284072875977,-1646.736083984375,-276.9626770019531,-2.86847186088562,-5.192667007446289,-1901.3974609375,-1613.089111328125,-48.01719284057617,-19.212875366210938,-13.138527870178223,-57.597434997558594,-1672.0040283203125,-1562.1148681640625,-11.284529685974121,-1849.4759521484375,-1598.9925537109375,0.0
18:24:56.655048,6.037975788116455,7.8973774909973145,13.865499496459961,-17.893159866333008,-1689.4847412109375,-286.58428955078125,0.5434973835945129,-3.3040452003479004,-1946.4571533203125,-1657.48583984375,-49.69647216796875,-8.105148315429688,-8.591456413269043,-59.947364807128906,-1716.2032470703125,-1605.7193603515625,-12.23724365234375,-1891.8389892578125,-1650.63037109375,0.0
18:24:56.657021,8.413405418395996,4.822425842285156,15.026585578918457,-12.041443824768066,-1715.742431640625,-291.422119140625,2.3465147018432617,-1.3802683353424072,-1974.141845703125,-1682.7623291015625,-46.068416595458984,0.4206417500972748,-6.048637390136719,-56.96944808959961,-1741.5875244140625,-1629.0576171875,-13.838959693908691,-1914.9534912109375,-1681.965576171875,0.0
18:24:56.659028,9.445825576782227,3.0667567253112793,15.242950439453125,-7.6175408363342285,-1740.75244140625,-294.5816650390625,1.45013427734375,-1.1621631383895874,-1999.48876953125,-1704.1265869140625,-44.50230026245117,1.2386916875839233,-3.803333044052124,-57.842464447021484,-1763.616943359375,-1648.408447265625,-16.841650009155273,-1934.6888427734375,-1706.5223388671875,0.0
18:24:56.661028,11.427894592285156,7.127764701843262,16.804893493652344,4.974282741546631,-1722.8402099609375,-289.5660705566406,1.2349849939346313,-0.863515317440033,-1978.6495361328125,-1683.179443359375,-32.546749114990234,-1.910156488418579,-1.7119123935699463,-45.13997268676758,-1742.4375,-1624.37646484375,-17.470542907714844,-1912.8133544921875,-1687.1072998046875,0.0
18:24:56.663047,12.669740676879883,12.46213436126709,16.79206657409668,18.016469955444336,-1650.9635009765625,-274.6209411621094,1.4165438413619995,-1.6689141988754272,-1900.966552734375,-1611.1678466796875,-19.975257873535156,-10.758398056030273,-9.97004508972168,-28.420547485351562,-1668.85791015625,-1548.1295166015625,-17.805904388427734,-1839.1678466796875,-1614.834228515625,0.0
18:24:56.664936,11.254539489746094,15.729448318481445,12.994072914123535,13.358287811279297,-1640.541259765625,-273.4704895019531,1.2057194709777832,-5.763940811157227,-1890.1851806640625,-1602.3082275390625,-26.727680206298828,-22.368816375732422,-25.542118072509766,-36.022586822509766,-1659.4560546875,-1536.59228515625,-21.264434814453125,-1828.831787109375,-1602.9031982421875,0.0
18:24:56.666995,10.26647663116455,18.177448272705078,9.789593696594238,7.582099914550781,-1646.0267333984375,-275.1912536621094,2.9475886821746826,-10.076408386230469,-1895.2698974609375,-1607.430419921875,-31.786203384399414,-26.284032821655273,-28.075634002685547,-40.97848892211914,-1663.9462890625,-1539.5030517578125,-25.38731575012207,-1831.7015380859375,-1604.509765625,0.0
18:24:56.669028,11.902031898498535,18.16585922241211,11.996057510375977,0.14392369985580444,-1680.5272216796875,-282.22869873046875,6.255434513092041,-12.139382362365723,-1930.6009521484375,-1641.3240966796875,-36.88838195800781,-22.992942810058594,-17.78192901611328,-49.88309097290039,-1696.7584228515625,-1571.3154296875,-28.22749137878418,-1862.7828369140625,-1636.7967529296875,0.0
18:24:56.670995,14.032037734985352,13.038110733032227,17.566740036010742,-2.2056260108947754,-1720.7799072265625,-289.5455322265625,9.288625717163086,-12.768411636352539,-1971.036865234375,-1682.177001953125,-35.29143524169922,-17.999221801757812,-10.95770263671875,-54.7739372253418,-1737.06787109375,-1610.66162109375,-29.161670684814453,-1899.7545166015625,-1678.0316162109375,0.0
18:24:56.672902,14.937724113464355,7.547489643096924,21.371850967407227,-2.3743410110473633,-1738.9248046875,-292.7919921875,10.859511375427246,-13.01659870147705,-1986.92578125,-1701.992919921875,-31.669673919677734,-12.671895980834961,-9.066522598266602,-55.00275802612305,-1755.8199462890625,-1628.8822021484375,-28.116121292114258,-1913.8238525390625,-1697.8287353515625,0.0
18:24:56.674903,14.80990982055664,7.571791172027588,22.680015563964844,-7.065376281738281,-1789.3629150390625,-304.3150939941406,10.160916328430176,-11.843212127685547,-2038.3817138671875,-1754.8056640625,-34.21814727783203,-8.145550727844238,-5.881030559539795,-61.70591354370117,-1807.291748046875,-1679.84521484375,-25.14032554626465,-1961.3267822265625,-1748.4691162109375,0.0
18:24:56.676935,14.526629447937012,11.043511390686035,23.119121551513672,-1.042624592781067,-1794.5555419921875,-306.62109375,8.425795555114746,-9.140952110290527,-2041.3502197265625,-1760.055908203125,-27.068748474121094,-5.799742221832275,-4.763261795043945,-53.05388641357422,-1811.618408203125,-1682.668701171875,-21.784822463989258,-1962.474365234375,-1751.6263427734375,0.0
18:24:56.678917,14.548799514770508,13.926034927368164,22.13412857055664,2.0599746704101562,-1796.7923583984375,-308.5240478515625,7.024066925048828,-7.262171745300293,-2042.7427978515625,-1761.2940673828125,-27.98139762878418,-8.357792854309082,-10.148321151733398,-51.22556686401367,-1813.4588623046875,-1682.6375732421875,-20.638986587524414,-1962.4892578125,-1751.916748046875,0.0
18:24:56.681033,14.728802680969238,14.682758331298828,19.29763412475586,6.079978942871094,-1801.3900146484375,-310.0293273925781,5.510892868041992,-7.736495018005371,-2049.254638671875,-1765.3331298828125,-29.6900634765625,-14.543156623840332,-15.337950706481934,-49.122650146484375,-1818.899169921875,-1684.96630859375,-21.046894073486328,-1966.26025390625,-1754.0037841796875,0.0
18:24:56.682848,16.262624740600586,15.276192665100098,17.51340103149414,13.077385902404785,-1778.8260498046875,-304.9335021972656,3.5850770473480225,-9.805209159851074,-2026.142578125,-1741.0538330078125,-28.265974044799805,-16.700300216674805,-14.875005722045898,-41.675140380859375,-1795.6688232421875,-1657.6644287109375,-22.745458602905273,-1940.11767578125,-1728.000244140625,0.0
18:24:56.684504,19.569869995117188,16.899782180786133,19.076343536376953,15.853447914123535,-1780.8675537109375,-305.7412414550781,2.691709280014038,-9.846200942993164,-2027.45703125,-1739.8388671875,-30.920602798461914,-14.152042388916016,-10.925821304321289,-39.461891174316406,-1797.0606689453125,-1655.635986328125,-25.630294799804688,-1938.47265625,-1729.565673828125,0.0
18:24:56.685830,22.216365814208984,15.554719924926758,21.53632164001465,28.837047576904297,-1723.3720703125,-294.4934997558594,2.923839569091797,-6.250709533691406,-1963.5787353515625,-1678.94775390625,-18.745088577270508,-14.304312705993652,-5.794925212860107,-17.109525680541992,-1739.17236328125,-1594.3883056640625,-28.232492446899414,-1876.93603515625,-1674.114990234375,0.0
18:24:56.687879,22.221181869506836,11.635345458984375,21.99250030517578,34.18682098388672,-1673.156494140625,-284.2638244628906,2.392338514328003,-3.0947165489196777,-1907.7943115234375,-1627.6009521484375,-14.284866333007812,-15.221917152404785,-1.1471267938613892,-6.2614850997924805,-1689.4229736328125,-1541.983642578125,-30.889503479003906,-1823.6019287109375,-1625.9791259765625,0.0
18:24:56.689876,20.388561248779297,10.901261329650879,20.867198944091797,32.578086853027344,-1667.842041015625,-282.36492919921875,1.7378770112991333,-1.6335375308990479,-1900.585693359375,-1621.4420166015625,-17.650293350219727,-12.719413757324219,3.217987060546875,-7.655124664306641,-1683.5750732421875,-1534.6641845703125,-33.06122970581055,-1815.9241943359375,-1622.0029296875,0.0
18:24:56.691364,19.47559356689453,13.826411247253418,20.354372024536133,31.495092391967773,-1660.79736328125,-279.37359619140625,2.4308154582977295,-0.05199892073869705,-1890.849365234375,-1612.2523193359375,-20.376516342163086,-10.42949390411377,4.521905899047852,-7.877842903137207,-1673.9473876953125,-1523.537841796875,-34.47858428955078,-1806.7027587890625,-1615.626953125,0.0
